 ,Area,Mean,Min,Max,X,Y
1,0,13,13,13,739.000,428.000
2,0,3,3,3,723.500,420.500
3,0,5,5,5,700.500,456.500
4,0,4,4,4,712.500,468.500
5,0,12,12,12,729.500,465.500
