 ,Area,Mean,Min,Max,X,Y
1,0,42,42,42,311.000,688.000
2,0,129,129,129,289.500,697.500
3,0,13,13,13,295.500,726.167
4,0,96,96,96,323.500,728.167
5,0,255,255,255,331.500,707.500
