 ,Area,Mean,Min,Max,X,Y
1,0,125,125,125,362.000,736.000
2,0,120,120,120,421.500,713.500
3,0,86,86,86,467.500,671.500
4,0,75,75,75,497.500,623.500
5,0,45,45,45,509.500,569.500
6,0,49,49,49,507.500,519.500
7,0,58,58,58,495.500,461.500
8,0,42,42,42,463.500,421.500
9,0,50,50,50,435.500,401.500
