 ,Area,Mean,Min,Max,X,Y
1,0,72,72,72,476.000,52.000
2,0,52,52,52,509.500,107.500
3,0,75,75,75,545.500,177.500
4,0,41,41,41,561.500,261.500
5,0,51,51,51,549.500,371.500
6,0,64,64,64,507.500,443.500
7,0,74,74,74,455.500,507.500
8,0,17,17,17,393.500,551.500
9,0,2,2,2,335.500,573.500
