 ,Area,Mean,Min,Max,X,Y
1,0,94,94,94,1.000,484.000
2,0,67,67,67,13.500,492.167
3,0,26,26,26,22.167,507.500
4,0,22,22,22,19.500,524.833
5,0,21,21,21,10.833,534.167
6,0,17,17,17,0.833,536.833
