specimen,condition,region,position,load,plane,lineOfAction,momentArm,stabilityRatio
S2,split50,ss3,abd0,0N,SP,159.8706595642921,4.399818980021843,-0.3665278727594372
S2,split50,ss4,abd0,0N,SP,149.01338886778407,-11.287853426264848,-0.6005426150570549
S2,split50,ss1,abd0,0N,TP,164.316451919209,19.07128118489141,0.280777520972236
S2,split50,ss2,abd0,0N,TP,180.2923836491245,22.21504797584646,-0.0051031016533246
S2,split50,ss3,abd0,0N,TP,179.7791304134349,24.40899903530402,0.0038549205980017
S2,split50,ss4,abd0,0N,TP,196.6450771488424,23.643150945778835,-0.2989698124325199
S2,split50,ss1,abd0,20N,SP,169.22648368600665,17.001371862186616,-0.1902774152535847
S2,split50,ss2,abd0,20N,SP,161.54170978970762,13.60745446083615,-0.3337906892911121
S2,split50,ss3,abd0,20N,SP,156.5047994964028,6.419276794356359,-0.4347125739823325
S2,split50,ss4,abd0,20N,SP,151.5269149089617,-13.149600373034207,-0.5423475539939928
S2,split50,ss1,abd0,20N,TP,164.58250209414194,18.19585700255349,0.2757744851081023
S2,split50,ss2,abd0,20N,TP,170.36357265400312,20.402102288663237,0.1697913752521069
S2,split50,ss3,abd0,20N,TP,178.13793821653564,23.793493134125224,0.0325105556001819
S2,split50,ss4,abd0,20N,TP,205.9409398342116,21.65920237255208,-0.4864572264225112
S2,split50,ss1,abd0,40N,SP,170.35923447407592,17.14164753184183,-0.1698646292363514
S2,split50,ss2,abd0,40N,SP,159.36845662821878,14.305594685474723,-0.3764076743936292
S2,split50,ss3,abd0,40N,SP,156.7745651511005,6.227862115269282,-0.4291041822205835
S2,split50,ss4,abd0,40N,SP,154.002416641115,-13.918766041663838,-0.4876794058940622
S2,split50,ss1,abd0,40N,TP,164.46641363569768,17.255408791353794,0.2779559228462772
S2,split50,ss2,abd0,40N,TP,170.32698872758948,19.119620532984733,0.1704483642117954
S2,split50,ss3,abd0,40N,TP,177.65288544374565,22.12908461278381,0.0409878069953447
S2,split50,ss4,abd0,40N,TP,204.6990112214871,18.681782932460337,-0.4599277022784642
S2,split50,ss1,abd90,0N,SP,141.6359824741289,29.33659772951365,-0.7915728749613695
S2,split50,ss2,abd90,0N,SP,150.97497608992668,24.057601882817668,-0.5550484084040466
S2,split50,ss3,abd90,0N,SP,140.83762946748837,17.194600196181312,-0.8144880071401857
S2,split50,ss4,abd90,0N,SP,131.86545373291398,1.826190422926868,-1.115870828544005
S2,split50,ss1,abd90,0N,TP,178.00449529303833,21.420810822039037,0.0348422163665103
S2,split50,ss2,abd90,0N,TP,178.81794558563786,23.08213141251932,0.0206336689703378
S2,split50,ss3,abd90,0N,TP,164.4788731219836,18.926825294326463,0.277721677165529
S2,split50,ss4,abd90,0N,TP,197.24105766055885,22.338218941617797,-0.3103371406252462
S2,split50,ss1,abd90,20N,SP,145.0544391506605,28.547470034095547,-0.6987924908950265
S2,split50,ss2,abd90,20N,SP,150.98010346497333,23.95455909849696,-0.5547630975253716
S2,split50,ss3,abd90,20N,SP,138.31767710926627,18.078211473813223,-0.8904142150024958
S2,split50,ss4,abd90,20N,SP,127.57712136448175,3.622710698086904,-1.2995996306547726
S2,split50,ss1,abd90,20N,TP,149.52329884111936,10.931260667046397,0.5884974120315926
S2,split50,ss2,abd90,20N,TP,179.7556298669535,23.38059536894336,0.0042650892768578
S2,split50,ss3,abd90,20N,TP,177.61333399760127,21.46520227030457,0.0416792893383119
S2,split50,ss4,abd90,20N,TP,199.48412929305192,21.109253520712496,-0.3538068717067017
S2,split50,ss1,abd90,40N,SP,144.61060662771055,28.08296895387521,-0.7103850639203979
S2,split50,ss2,abd90,40N,SP,148.03594622491974,24.88668903044189,-0.6241139948693549
S2,split50,ss3,abd90,40N,SP,135.43443828838568,17.712092228212185,-0.9848428796684692
S2,split50,ss4,abd90,40N,SP,122.60488213309398,4.368282168844453,-1.563296566184307
S2,split50,ss1,abd90,40N,TP,176.43934283529134,20.576111923046277,0.0622253169294929
S2,split50,ss2,abd90,40N,TP,163.91379708922506,15.68920896738908,0.2883743207545043
S2,split50,ss3,abd90,40N,TP,159.91810442582897,15.54445177475116,0.3655897771743853
S2,split50,ss4,abd90,40N,TP,213.87197073324307,22.394460252921363,-0.6712622453357473
S2,split50,ss1,ABER,0N,SP,149.66542771439038,28.173424240427224,-0.5851897238125945
S2,split50,ss2,ABER,0N,SP,152.92831494077996,25.14494657235541,-0.5111024564139387
S2,split50,ss3,ABER,0N,SP,142.92924617824434,17.945457323827203,-0.7554941414823103
S2,split50,ss4,ABER,0N,SP,142.90077055865086,0.0037996307789381,-0.7562638907184015
S2,split50,ss1,ABER,0N,TP,159.09133078464583,-3.0621885085363854,0.3820362471570045
S2,split50,ss2,ABER,0N,TP,194.64159078712507,14.726589431392286,-0.2612557843383312
S2,split50,ss3,ABER,0N,TP,181.57515991502825,11.316654459122017,-0.027498654886631
S2,split50,ss4,ABER,0N,TP,210.66360194785844,25.77331233511193,-0.5928976465927522
S2,split50,ss1,ABER,20N,SP,145.57851365761837,28.70290715898001,-0.6852652553595953
S2,split50,ss2,ABER,20N,SP,144.87686599363684,27.334978794273805,-0.7034151443204198
S2,split50,ss3,ABER,20N,SP,137.215865396295,19.26873045015485,-0.9254959384432948
S2,split50,ss4,ABER,20N,SP,127.22835485074556,3.9705289533653976,-1.3160983811868685
S2,split50,ss1,ABER,20N,TP,159.51753276796344,-2.078955472897696,0.373535938548082
S2,split50,ss2,ABER,20N,TP,148.5213207593941,-7.609264982694333,0.6122890480266142
S2,split50,ss3,ABER,20N,TP,175.6816358261094,8.316954016965088,0.0755127128401842
S2,split50,ss4,ABER,20N,TP,236.60483441381723,23.61668022778428,-1.5168580838664938
S2,split50,ss1,ABER,40N,SP,146.0051051361164,27.75126066641105,-0.6743963312818222
S2,split50,ss2,ABER,40N,SP,147.48927982662508,25.512058759433582,-0.637346399022158
S2,split50,ss3,ABER,40N,SP,136.07337905941847,18.611576197219826,-0.9632263170573496
S2,split50,ss4,ABER,40N,SP,127.26833068397748,2.9648532266821146,-1.314192069582037
S2,split50,ss1,ABER,40N,TP,144.7188315953803,-9.36607080103116,0.7075461380906733
S2,split50,ss2,ABER,40N,TP,180.92172523976944,8.767672698304304,-0.0160885281403338
S2,split50,ss3,ABER,40N,TP,173.26645724778538,6.744004683897391,0.1180665526480619
S2,split50,ss4,ABER,40N,TP,237.40596867257293,23.116905762545656,-1.5640153568714796
S2,split50,ss1,APP,0N,SP,150.26602070448774,27.17689713393224,-0.571179590946465
S2,split50,ss2,APP,0N,SP,150.4647022631715,25.09267287116582,-0.5665863242208777
S2,split50,ss3,APP,0N,SP,132.94418763614806,18.93282845138797,-1.0744502754314205
S2,split50,ss4,APP,0N,SP,143.9570662764226,-2.702500589742713,-0.7276859168468709
S2,split50,ss1,APP,0N,TP,148.77906954014142,0.5190350880636794,0.6061209287295997
S2,split50,ss2,APP,0N,TP,164.13683294290843,9.08625337461005,0.2841626005981185
S2,split50,ss3,APP,0N,TP,174.85270308781267,15.921016296352157,0.090079745817692
S2,split50,ss4,APP,0N,TP,206.390086277124,22.416602500532424,-0.4961886527336844
S2,split50,ss1,APP,20N,SP,,,
S2,split50,ss2,APP,20N,SP,,,
S2,split50,ss3,APP,20N,SP,,,
S2,split50,ss4,APP,20N,SP,,,
S2,split50,ss1,APP,20N,TP,181.6343770792767,25.912254196745376,-0.0285330006833625
S2,split50,ss2,APP,20N,TP,143.73323760876195,7.808772375439212,0.7336802792035225
S2,split50,ss3,APP,20N,TP,137.41533539637453,3.067697569685886,0.9190532876208584
S2,split50,ss4,APP,20N,TP,230.60307520374403,17.188083276406783,-1.217553154208226
S2,split50,ss1,APP,40N,SP,150.6207756188801,26.864452299056072,-0.563030770929173
S2,split50,ss2,APP,40N,SP,147.76078853838598,26.04199659467326,-0.6307091488655002
S2,split50,ss3,APP,40N,SP,132.23995419216686,18.64962676264597,-1.1012995643510524
S2,split50,ss4,APP,40N,SP,147.07406852873103,-3.90343116381177,-0.6475545602591255
S2,split50,ss1,APP,40N,TP,136.27508992876128,2.6355656085154777,0.956452897179972
S2,split50,ss2,APP,40N,TP,139.95888886093212,5.681525307574614,0.8403230934322393
S2,split50,ss3,APP,40N,TP,176.91309637113935,23.44894177567923,0.0539288216928132
S2,split50,ss4,APP,40N,TP,230.81601421021804,16.691376862375215,-1.2268210737734535
S3,split50,ss1,abd0,0N,SP,179.244147602398,26.14674995156972,-0.0131924182905088
S3,split50,ss2,abd0,0N,SP,150.278479610088,23.58556582362571,-0.5708847431823088
S3,split50,ss3,abd0,0N,SP,157.52517260308576,13.43104822147582,-0.4136988282831256
S3,split50,ss4,abd0,0N,SP,154.9949135499298,-8.75736689566642,-0.4664156902736092
S3,split50,ss1,abd0,0N,TP,154.5629349936383,3.759842251353228,0.4756279179309325
S3,split50,ss2,abd0,0N,TP,155.1452632833807,5.00225432823031,0.46322468606468
S3,split50,ss3,abd0,0N,TP,163.85115534342577,11.929158423814687,0.2895589183670789
S3,split50,ss4,abd0,0N,TP,190.3407498390691,27.529049312507507,-0.1824657386481046
S3,split50,ss1,abd0,20N,SP,179.64235462129318,27.113644137688723,-0.0062421704857852
S3,split50,ss2,abd0,20N,SP,151.56436992925168,23.74853417043292,-0.5415019194837871
S3,split50,ss3,abd0,20N,SP,156.49257693960476,12.691433879907471,-0.434966430620133
S3,split50,ss4,abd0,20N,SP,146.0392245302004,-11.254560568033384,-0.6735119097888163
S3,split50,ss1,abd0,20N,TP,168.9991552248455,13.942955096311216,0.1943956103764841
S3,split50,ss2,abd0,20N,TP,161.293469203809,9.485954417911284,0.3386083736496024
S3,split50,ss3,abd0,20N,TP,161.48330410532114,14.09001772303957,0.3349193726574782
S3,split50,ss4,abd0,20N,TP,190.28521294970187,29.190930537074426,-0.1814642255513128
S3,split50,ss1,abd0,40N,SP,183.28529066066812,25.641067386009222,0.057402061095737
S3,split50,ss2,abd0,40N,SP,147.21258344393485,23.822397149842065,-0.6441452299579972
S3,split50,ss3,abd0,40N,SP,155.2238423306881,12.78037189591824,-0.4615599949054094
S3,split50,ss4,abd0,40N,SP,146.432394460625,-12.007631253419252,-0.663583750031416
S3,split50,ss1,abd0,40N,TP,147.1718502031757,5.86708021240162,0.6451516010704077
S3,split50,ss2,abd0,40N,TP,145.0710635473974,6.158718249697796,0.6983607443174275
S3,split50,ss3,abd0,40N,TP,157.69940148241673,14.033360627362669,0.4101414744525943
S3,split50,ss4,abd0,40N,TP,188.84654199628147,27.46527678154208,-0.1556401468100169
S3,split50,ss1,abd90,0N,SP,173.14811417195116,20.6206629371138,-0.1201613349321031
S3,split50,ss2,abd90,0N,SP,150.37078531939426,25.593852414399933,-0.5687537021652405
S3,split50,ss3,abd90,0N,SP,133.55426315697616,21.014745339395244,-1.0517833695693637
S3,split50,ss4,abd90,0N,SP,148.6763454710912,0.4638765350163939,-0.6085753497838376
S3,split50,ss1,abd90,0N,TP,177.8694763344605,13.91539314632084,0.0372018006261467
S3,split50,ss2,abd90,0N,TP,178.30225239058908,13.745736278933778,0.0296399609177831
S3,split50,ss3,abd90,0N,TP,165.66579559679607,13.049559280013543,0.2555326672184059
S3,split50,ss4,abd90,0N,TP,194.84979088994533,26.457341716045235,-0.265143941617532
S3,split50,ss1,abd90,20N,SP,172.27064491219866,21.199561065760115,-0.1357270496419471
S3,split50,ss2,abd90,20N,SP,150.88004760172362,25.63340642027661,-0.557049064964853
S3,split50,ss3,abd90,20N,SP,140.04902737174595,20.57787866554744,-0.8376428696398037
S3,split50,ss4,abd90,20N,SP,142.6708339396307,0.8032244135550465,-0.7626006741631808
S3,split50,ss1,abd90,20N,TP,169.22626910104324,9.948288034541756,0.1902850775139269
S3,split50,ss2,abd90,20N,TP,173.83418713322249,12.311831965430663,0.1080310836759842
S3,split50,ss3,abd90,20N,TP,170.339198802214,15.06269419923083,0.1702290748768383
S3,split50,ss4,abd90,20N,TP,195.25771266530813,28.090925472173883,-0.2727760104896938
S3,split50,ss1,abd90,40N,SP,171.41689953953997,22.305632920150742,-0.1509340955451184
S3,split50,ss2,abd90,40N,SP,153.77791169360992,25.14966145918861,-0.4925399490726673
S3,split50,ss3,abd90,40N,SP,138.31724420810835,20.672686477269668,-0.8904349252620071
S3,split50,ss4,abd90,40N,SP,143.7011972939754,-0.4390232696071923,-0.7345420940846307
S3,split50,ss1,abd90,40N,TP,175.1520121002536,12.42019241536818,0.0848158583833974
S3,split50,ss2,abd90,40N,TP,177.79457769293168,13.759755104654856,0.0385109021043633
S3,split50,ss3,abd90,40N,TP,167.24933936476594,12.951396113033212,0.226289018910161
S3,split50,ss4,abd90,40N,TP,195.93692003888805,26.5385703968928,-0.2855543372355347
S3,split50,ss1,ABER,0N,SP,168.97679380135332,22.96970767985904,-0.1948006701574304
S3,split50,ss2,ABER,0N,SP,152.8349490276932,24.94054485614944,-0.5131580082330721
S3,split50,ss3,ABER,0N,SP,138.34138024658552,21.802737330048483,-0.889672935992713
S3,split50,ss4,ABER,0N,SP,146.13188986413803,5.865550518833106,-0.6711649352013191
S3,split50,ss1,ABER,0N,TP,174.49281473025422,13.178657071942562,0.0964156190588673
S3,split50,ss2,ABER,0N,TP,176.8583745883607,14.527406533657905,0.0548867242662142
S3,split50,ss3,ABER,0N,TP,146.12190563438128,6.0522712646307815,0.6714127909706579
S3,split50,ss4,ABER,0N,TP,191.00253674037555,27.389122495744463,-0.194426344240781
S3,split50,ss1,ABER,20N,SP,170.9613195258314,22.38813931269515,-0.1590765513716994
S3,split50,ss2,ABER,20N,SP,153.86357758514674,25.713222681658937,-0.4906834457094863
S3,split50,ss3,ABER,20N,SP,136.73076810822312,22.10877559427008,-0.941338961348707
S3,split50,ss4,ABER,20N,SP,140.5660756007603,4.82440241930624,-0.8224013294773963
S3,split50,ss1,ABER,20N,TP,172.1134662564251,13.06394043798382,0.1385219186822544
S3,split50,ss2,ABER,20N,TP,174.55561730594528,14.334324812103231,0.0953094343719418
S3,split50,ss3,ABER,20N,TP,151.71250217732847,9.018460946295448,0.5381630900894608
S3,split50,ss4,ABER,20N,TP,195.8483777019105,28.66625376817127,-0.283884261899652
S3,split50,ss1,ABER,40N,SP,170.0343838918868,23.26561929958216,-0.1757082757707613
S3,split50,ss2,ABER,40N,SP,151.3764846397628,26.466870363139535,-0.5457499777798911
S3,split50,ss3,ABER,40N,SP,140.05770994622867,21.300456440882545,-0.8373848442146812
S3,split50,ss4,ABER,40N,SP,140.834873952261,3.012964539151437,-0.8145670719343152
S3,split50,ss1,ABER,40N,TP,172.82753101637925,12.872366531415754,0.1258412326947209
S3,split50,ss2,ABER,40N,TP,172.01932287110813,12.756841031547594,0.1401969420424683
S3,split50,ss3,ABER,40N,TP,149.1732433259893,7.577113884631561,0.5967439223747981
S3,split50,ss4,ABER,40N,TP,192.87664740460716,27.617307077021472,-0.2286018087516503
S3,split50,ss1,APP,0N,SP,173.1649421434757,23.57821634143233,-0.1198634012181052
S3,split50,ss2,APP,0N,SP,160.06206634208831,23.10835836920305,-0.3627439508430967
S3,split50,ss3,APP,0N,SP,137.3372998792451,18.02987737198696,-0.9215688338115412
S3,split50,ss4,APP,0N,SP,152.27298604161015,-2.0734634852761507,-0.525613463483644
S3,split50,ss1,APP,0N,TP,173.5412920822012,17.82471770581147,0.1132056299095245
S3,split50,ss2,APP,0N,TP,177.04970891078025,21.22516585779483,0.0515378515729597
S3,split50,ss3,APP,0N,TP,139.14477433265353,7.80838885694519,0.8648564269649173
S3,split50,ss4,APP,0N,TP,177.9253105179989,27.810833756142287,0.0362230298990908
S3,split50,ss1,APP,20N,SP,176.2127280822406,21.446681505753077,-0.0661968030359401
S3,split50,ss2,APP,20N,SP,161.68855526481357,22.52751657196835,-0.3309399904293723
S3,split50,ss3,APP,20N,SP,136.67595165265735,17.662446858344506,-0.9431450907225876
S3,split50,ss4,APP,20N,SP,147.0306094732606,-3.740407765569339,-0.6486483169549807
S3,split50,ss1,APP,20N,TP,168.87978640309947,16.63571594018667,0.1965585986480778
S3,split50,ss2,APP,20N,TP,173.21110671734922,21.22017651741964,0.1190461801306912
S3,split50,ss3,APP,20N,TP,141.25556679896238,9.510288206736254,0.8024251209390421
S3,split50,ss4,APP,20N,TP,176.4518812982703,28.00724239811488,0.0620056351188633
S3,split50,ss1,APP,40N,SP,173.28035902269227,24.51231575290456,-0.1178205457310391
S3,split50,ss2,APP,40N,SP,157.448688006758,24.608623525121537,-0.4152631695959283
S3,split50,ss3,APP,40N,SP,140.74792384767312,18.147599678215165,-0.8170951894173372
S3,split50,ss4,APP,40N,SP,147.44605809923502,-4.444978448965244,-0.6383947442723145
S3,split50,ss1,APP,40N,TP,169.91164980097537,16.385690248668713,0.177918610474539
S3,split50,ss2,APP,40N,TP,173.88199346227938,20.576037783009927,0.1071870439294532
S3,split50,ss3,APP,40N,TP,140.62737277572788,8.76410319108222,0.8206064995327693
S3,split50,ss4,APP,40N,TP,175.4554031602469,26.94053198767328,0.0794840957029841
S4,split50,ss1,abd0,0N,SP,167.9886170016843,17.446545441812063,-0.2127642745254429
S4,split50,ss2,abd0,0N,SP,174.2910637200907,10.808067978816752,-0.100021625494371
S4,split50,ss3,abd0,0N,SP,149.703716430141,4.962942054113422,-0.5842559065582245
S4,split50,ss4,abd0,0N,SP,154.35566198824802,-3.938595721038578,-0.4800713036459101
S4,split50,ss1,abd0,0N,TP,170.5666473266255,18.101856925627715,0.1661470518206199
S4,split50,ss2,abd0,0N,TP,183.1687780998271,22.60009389915942,-0.0553620681357124
S4,split50,ss3,abd0,0N,TP,197.14031563935757,26.74739812655719,-0.3084116479489248
S4,split50,ss4,abd0,0N,TP,192.9896156563433,22.945859064996437,-0.2306803241300536
S4,split50,ss1,abd0,20N,SP,167.9041086744417,18.086822605447875,-0.214306419762269
S4,split50,ss2,abd0,20N,SP,172.62113212774474,12.12079148218336,-0.1295022950698862
S4,split50,ss3,abd0,20N,SP,122.75403998975575,9.651722287867674,-1.5544332141605652
S4,split50,ss4,abd0,20N,SP,142.57323288990813,-3.212261256636354,-0.7652982557151452
S4,split50,ss1,abd0,20N,TP,168.5362436122268,17.05801902122554,0.2027936298562672
S4,split50,ss2,abd0,20N,TP,188.6321699115676,25.08397227039293,-0.1518101427542225
S4,split50,ss3,abd0,20N,TP,237.8032222732021,19.151044596628772,-1.5881711246056656
S4,split50,ss4,abd0,20N,TP,210.35667555409495,18.16713522553517,-0.5856805336354657
S4,split50,ss1,abd0,40N,SP,167.69783670360846,17.078040766155322,-0.2180757662743938
S4,split50,ss2,abd0,40N,SP,174.12065108627513,10.37106745125426,-0.1029762507023547
S4,split50,ss3,abd0,40N,SP,113.13204054550305,10.86503346670321,-2.3408338899338585
