specimen,condition,region,position,load,plane,lineOfAction,momentArm,stabilityRatio
S1,split50,ss2,ABER,40N,SP,140.2454290045168,24.012059026540918,-0.8319350140206296
S1,split50,ss3,ABER,40N,SP,120.08968994002984,13.18113599657974,-1.725804891047918
S1,split50,ss4,ABER,40N,SP,115.89666019051008,6.653591403158011,-2.059710144933833
S1,split50,ss1,ABER,40N,TP,193.9563527247544,23.954222062928768,-0.2485190115046096
S1,split50,ss2,ABER,40N,TP,176.0286691255708,17.70265473660715,0.0694240121673394
S1,split50,ss3,ABER,40N,TP,170.31744200991105,21.282537938365788,0.170619831539278
S1,split50,ss4,ABER,40N,TP,207.3604728151795,31.115100221576025,-0.5174755465070577
S1,split50,ss1,APP,0N,SP,154.7558893461245,20.655127019990022,-0.4715784840512408
S1,split50,ss2,APP,0N,SP,146.065895079599,21.99105026267387,-0.6728460130714372
S1,split50,ss3,APP,0N,SP,123.69679109136538,10.149391008835147,-1.4996175268615335
S1,split50,ss4,APP,0N,SP,130.11918691740695,4.467611322133962,-1.1867288413644412
S1,split50,ss1,APP,0N,TP,194.3957352212456,31.053224388939515,-0.2566770204500931
S1,split50,ss2,APP,0N,TP,186.4502597979786,28.49174149247,-0.1130562952791122
S1,split50,ss3,APP,0N,TP,158.8700009877366,21.84509496871429,0.3864702680852817
S1,split50,ss4,APP,0N,TP,193.0034279356823,31.372840745075308,-0.230930012374674
S1,split50,ss1,APP,20N,SP,156.4545870207061,19.829795725811568,-0.4357748795733039
S1,split50,ss2,APP,20N,SP,145.23196227044934,22.12633239130292,-0.6941913344292229
S1,split50,ss3,APP,20N,SP,121.3816601289602,9.76614414595706,-1.6394413023676546
S1,split50,ss4,APP,20N,SP,123.700890161584,3.8809351296793744,-1.499384718846383
S1,split50,ss1,APP,20N,TP,186.2226258796566,28.547351668688343,-0.1090343379860367
S1,split50,ss2,APP,20N,TP,188.10655590190996,27.775722334541552,-0.1424378173304161
S1,split50,ss3,APP,20N,TP,164.7446613857689,23.32840669787929,0.2727313963896349
S1,split50,ss4,APP,20N,TP,194.86750862386376,31.046996057986984,-0.2654722883615494
S1,split50,ss1,APP,40N,SP,157.0257717233811,20.01601463696913,-0.4239514315784262
S1,split50,ss2,APP,40N,SP,145.7280497936342,22.27063405666895,-0.6814552011885459
S1,split50,ss3,APP,40N,SP,120.02606103468617,9.234929707364545,-1.7302309039847896
S1,split50,ss4,APP,40N,SP,125.3561720189564,3.019874358272642,-1.4094178184847483
S1,split50,ss1,APP,40N,TP,192.60368097809703,29.48067996953673,-0.2235939390057051
S1,split50,ss2,APP,40N,TP,176.54041911652672,23.453379261275533,0.0604545649376982
S1,split50,ss3,APP,40N,TP,163.30512040558614,22.804470187689464,0.2999169686062208
S1,split50,ss4,APP,40N,TP,194.3050007172053,30.589725543093557,-0.2549897555252332
S1,split25_lower,ss1,abd0,0N,SP,172.6353972201783,12.459045394491715,-0.1294968708198146
S1,split25_lower,ss2,abd0,0N,SP,163.5745890103181,6.287886211282146,-0.2948854191432663
S1,split25_lower,ss3,abd0,0N,SP,160.32469076681144,-12.207539877992492,-0.3577315902833817
S1,split25_lower,ss4,abd0,0N,SP,150.42948264135583,-11.83931193200309,-0.5675559607607855
S1,split25_lower,ss1,abd0,0N,TP,212.5555581187737,36.05631967916564,-0.6383770259172308
S1,split25_lower,ss2,abd0,0N,TP,219.85027987943445,41.568477391001935,-0.8344982720381837
S1,split25_lower,ss3,abd0,0N,TP,197.4766566232657,30.97661192577925,-0.3148102855113884
S1,split25_lower,ss4,abd0,0N,TP,179.49104068360006,2.9907362033795697,0.0088981394296168
S1,split25_lower,ss1,abd0,20N,SP,171.66571594066215,15.96235223461607,-0.1465565957199317
S1,split25_lower,ss2,abd0,20N,SP,164.35553710921613,7.905347044440512,-0.2800454332741284
S1,split25_lower,ss3,abd0,20N,SP,162.56662405378782,-12.350953573478158,-0.314054156980363
S1,split25_lower,ss4,abd0,20N,SP,149.73833262479727,-8.741739101892298,-0.5834716699582428
S1,split25_lower,ss1,abd0,20N,TP,218.48270215377,37.52584171393891,-0.794975541920583
S1,split25_lower,ss2,abd0,20N,TP,223.6522405986773,41.778753860509234,-0.9541516619617396
S1,split25_lower,ss3,abd0,20N,TP,202.57435162349063,31.03535413618843,-0.4157369627732535
S1,split25_lower,ss4,abd0,20N,TP,186.8605795407881,4.578281785523991,-0.1203255001133948
S1,split25_lower,ss1,abd0,40N,SP,173.07117221942065,12.841425481975202,-0.1215463440008008
S1,split25_lower,ss2,abd0,40N,SP,163.24111873360513,7.552452376433285,-0.301442704419352
S1,split25_lower,ss3,abd0,40N,SP,161.58921938938778,-12.007062720451993,-0.3329091833865368
S1,split25_lower,ss4,abd0,40N,SP,148.9502588794737,-8.02725089743619,-0.602090634670793
S1,split25_lower,ss1,abd0,40N,TP,213.4766802261946,36.47900487768056,-0.6611896455987857
S1,split25_lower,ss2,abd0,40N,TP,222.28522382028112,42.41076581709063,-0.909142628411547
S1,split25_lower,ss3,abd0,40N,TP,197.4558328521585,30.58110443070765,-0.3144445317981035
S1,split25_lower,ss4,abd0,40N,TP,181.2843391020595,4.244661783840913,-0.0223868730651753
S1,split25_lower,ss1,abd90,0N,SP,170.4247322034226,6.161414778504812,-0.168712105931358
S1,split25_lower,ss2,abd90,0N,SP,162.15960129465134,0.6884858226258758,-0.3219013242052
S1,split25_lower,ss3,abd90,0N,SP,154.68897316632638,-15.275797760773566,-0.4729348167313569
S1,split25_lower,ss4,abd90,0N,SP,151.1948130571293,-23.548116561835293,-0.5498991444437701
S1,split25_lower,ss1,abd90,0N,TP,214.48622495408443,30.93735956284553,-0.6862545943646085
S1,split25_lower,ss2,abd90,0N,TP,220.4326933196812,35.0840613886588,-0.8519811442668358
S1,split25_lower,ss3,abd90,0N,TP,199.61890543076476,27.75964229010273,-0.3562722002476478
S1,split25_lower,ss4,abd90,0N,TP,180.75167166941932,1.7125153380129596,-0.0131038535473302
S1,split25_lower,ss1,abd90,20N,SP,176.54222093667278,0.8865647884476928,-0.0604431020450534
S1,split25_lower,ss2,abd90,20N,SP,163.38123179043254,0.0806280097160594,-0.2984814210823031
S1,split25_lower,ss3,abd90,20N,SP,158.23649306564585,-18.198841878588087,-0.3992332458864794
S1,split25_lower,ss4,abd90,20N,SP,151.91390661224438,-24.969851791794127,-0.5336425865464303
S1,split25_lower,ss1,abd90,20N,TP,217.54990262039345,30.9799998363574,-0.7686836777053769
S1,split25_lower,ss2,abd90,20N,TP,219.61910151530984,33.39344520458445,-0.8278313385091756
S1,split25_lower,ss3,abd90,20N,TP,202.74207015111563,27.76296016276108,-0.4191484079686383
S1,split25_lower,ss4,abd90,20N,TP,185.2715440760252,2.2509991870364634,-0.092265632635391
S1,split25_lower,ss1,abd90,40N,SP,176.8647132548073,-0.1119150323793931,-0.0549154233734632
S1,split25_lower,ss2,abd90,40N,SP,165.0434057651594,-1.9455403251348025,-0.2673449124983371
S1,split25_lower,ss3,abd90,40N,SP,156.19549156471976,-16.451653590348418,-0.4411545349731781
S1,split25_lower,ss4,abd90,40N,SP,152.9213887758982,-24.97953020650321,-0.5112650050105926
S1,split25_lower,ss1,abd90,40N,TP,217.0791285915492,32.01578072728782,-0.7556314469279395
S1,split25_lower,ss2,abd90,40N,TP,219.4352926716655,34.69741042185722,-0.8224210450990298
S1,split25_lower,ss3,abd90,40N,TP,199.8941395385148,27.27551832714516,-0.3618692222648067
S1,split25_lower,ss4,abd90,40N,TP,182.9788490082929,2.5630297839096623,-0.0520341176908537
S1,split25_lower,ss1,ABER,0N,SP,170.38108322804607,9.137302602709664,-0.1695608391695541
S1,split25_lower,ss2,ABER,0N,SP,145.4085906329588,21.404147831166465,-0.689690364064532
S1,split25_lower,ss3,ABER,0N,SP,141.05643234664984,10.664602139779433,-0.8081865918489217
S1,split25_lower,ss4,ABER,0N,SP,147.8286823444068,-15.53104569833417,-0.629047238900652
S1,split25_lower,ss1,ABER,0N,TP,204.9546862487516,35.33610197986115,-0.4653377429941566
S1,split25_lower,ss2,ABER,0N,TP,199.1243672827376,32.79739255433877,-0.3467495098369417
S1,split25_lower,ss3,ABER,0N,TP,190.2233576470282,31.59514844008262,-0.1803552306740964
S1,split25_lower,ss4,ABER,0N,TP,184.3531922500511,27.62505680224695,-0.0761338939750799
S1,split25_lower,ss1,ABER,20N,SP,163.33196464870832,14.696684009415709,-0.2994370848411686
S1,split25_lower,ss2,ABER,20N,SP,145.26496271848458,20.711768246403157,-0.6933824474868566
S1,split25_lower,ss3,ABER,20N,SP,144.1134551254178,5.776664818996906,-0.7237709904113533
S1,split25_lower,ss4,ABER,20N,SP,148.3735916483297,-19.356523565399677,-0.6157804041131978
S1,split25_lower,ss1,ABER,20N,TP,215.96082841689096,31.082221361160872,-0.7255153502729105
S1,split25_lower,ss2,ABER,20N,TP,217.83390331261515,32.76993526155595,-0.7766302019579105
S1,split25_lower,ss3,ABER,20N,TP,204.35161917474525,29.352412842852644,-0.4526234568625558
S1,split25_lower,ss4,ABER,20N,TP,200.2382627639205,25.6503915292319,-0.3686921575323881
S1,split25_lower,ss1,ABER,40N,SP,169.17074877781403,9.323956672965709,-0.1912955057783212
S1,split25_lower,ss2,ABER,40N,SP,148.8331493243466,18.51713584286493,-0.6051243472754106
S1,split25_lower,ss3,ABER,40N,SP,148.43532137447107,-0.1370489428716565,-0.6143588615739071
S1,split25_lower,ss4,ABER,40N,SP,150.14844942527034,-21.576922013189403,-0.5738967921268356
S1,split25_lower,ss1,ABER,40N,TP,220.3148645658456,33.05535342637319,-0.8485187439926356
S1,split25_lower,ss2,ABER,40N,TP,219.1893510913479,32.895241161054244,-0.8152884101298002
S1,split25_lower,ss3,ABER,40N,TP,198.4866290279134,26.649701419872383,-0.3343315631912178
S1,split25_lower,ss4,ABER,40N,TP,197.72988917334516,23.475856391864227,-0.3197224471513381
S1,split25_lower,ss1,APP,0N,SP,163.26640587191864,18.221623559291256,-0.3007534598432327
S1,split25_lower,ss2,APP,0N,SP,143.95989594691102,24.99234701578378,-0.7276909383154831
S1,split25_lower,ss3,APP,0N,SP,139.3973620548061,16.683881445570837,-0.8571881993895415
S1,split25_lower,ss4,APP,0N,SP,148.66279810089495,-15.444406697565526,-0.6088997013329941
S1,split25_lower,ss1,APP,0N,TP,222.345381000536,17.42549896896412,-0.9113084648450818
S1,split25_lower,ss2,APP,0N,TP,217.63345956988823,17.20196643824269,-0.7710284630588496
S1,split25_lower,ss3,APP,0N,TP,200.5200388427898,19.23397588350875,-0.3742825020356006
S1,split25_lower,ss4,APP,0N,TP,193.23258095041152,11.456087612409153,-0.2351593722071076
S1,split25_lower,ss1,APP,20N,SP,165.44359845764282,14.983809236366264,-0.2598785520551462
S1,split25_lower,ss2,APP,20N,SP,146.85638340060888,21.689865858025545,-0.6536571147228802
S1,split25_lower,ss3,APP,20N,SP,138.91961608998216,15.69443440763886,-0.8713951102546315
S1,split25_lower,ss4,APP,20N,SP,149.129003235741,-16.453057041741406,-0.5977409258025862
S1,split25_lower,ss1,APP,20N,TP,221.08481907480623,32.62182924478729,-0.8719004174004394
S1,split25_lower,ss2,APP,20N,TP,221.08481907480623,32.62182924478729,-0.8719004174004394
S1,split25_lower,ss3,APP,20N,TP,203.68339387777672,29.028606004340844,-0.4386242274794321
S1,split25_lower,ss4,APP,20N,TP,194.5728712173893,18.493340937269377,-0.2599748881901594
S1,split25_lower,ss1,APP,40N,SP,164.22193163066038,14.775341247487052,-0.282811280948047
S1,split25_lower,ss2,APP,40N,SP,145.68786593031433,21.304567669778603,-0.6828122159303783
S1,split25_lower,ss3,APP,40N,SP,139.7157326236009,14.70654776467116,-0.8474717975537479
S1,split25_lower,ss4,APP,40N,SP,148.1562673050763,-17.429093907631763,-0.6209882843709832
S1,split25_lower,ss1,APP,40N,TP,223.91287228431503,32.92365418106801,-0.9628118656884752
S1,split25_lower,ss2,APP,40N,TP,223.91287228431503,32.92365418106801,-0.9628118656884752
S1,split25_lower,ss3,APP,40N,TP,208.31731253968132,30.372440984660624,-0.5389357659390066
S1,split25_lower,ss4,APP,40N,TP,199.53755555142655,18.992238697979943,-0.3548775919625065
S1,split25_upper,ss1,abd0,0N,SP,173.9393287460889,9.667389618243256,-0.1060459027762487
S1,split25_upper,ss2,abd0,0N,SP,177.12918546725692,-14.7181230192924,-0.0500338059636786
S1,split25_upper,ss3,abd0,0N,SP,165.46867382395092,-17.3986237798566,-0.2591990740057468
S1,split25_upper,ss4,abd0,0N,SP,155.4507387852554,-16.729977651513995,-0.4565334092326324
S1,split25_upper,ss1,abd0,0N,TP,226.9498865439445,37.62787643161005,-1.0704805017897354
S1,split25_upper,ss2,abd0,0N,TP,202.4070863696063,26.348118187194064,-0.4123116365122819
S1,split25_upper,ss3,abd0,0N,TP,194.1217523462407,20.7523854758168,-0.2515851616509009
S1,split25_upper,ss4,abd0,0N,TP,198.6309641515944,21.598767536410914,-0.3371381280324071
S1,split25_upper,ss1,abd0,20N,SP,172.43444796535243,7.11659627104371,-0.1328179063389581
S1,split25_upper,ss2,abd0,20N,SP,174.48743065465928,-15.650211902191646,-0.0965321352938053
S1,split25_upper,ss3,abd0,20N,SP,159.13628528634496,-17.043456335393884,-0.3811237967521116
S1,split25_upper,ss4,abd0,20N,SP,146.06518278107578,-13.296541363516798,-0.6728712978530407
S1,split25_upper,ss1,abd0,20N,TP,223.67547227458857,38.755116288673406,-0.9546445061064248
S1,split25_upper,ss2,abd0,20N,TP,193.26184944865724,21.54153099046633,-0.2356314581307864
S1,split25_upper,ss3,abd0,20N,TP,184.9557353533996,15.201246450273022,-0.0867090742539658
S1,split25_upper,ss4,abd0,20N,TP,191.22342286013875,17.17130398983177,-0.1984297988872939
S1,split25_upper,ss1,abd0,40N,SP,180.08548179977623,3.589005559820756,0.0014812563142681
S1,split25_upper,ss2,abd0,40N,SP,180.45853142731,-16.91518480905521,0.0079406181693823
S1,split25_upper,ss3,abd0,40N,SP,161.95993957799217,-16.739147293125395,-0.325703302744554
S1,split25_upper,ss4,abd0,40N,SP,151.1601940003929,-14.69185408035566,-0.5506841081431417
S1,split25_upper,ss1,abd0,40N,TP,224.6243433985496,36.9953432756458,-0.9869916657821756
S1,split25_upper,ss2,abd0,40N,TP,189.177492494986,16.84741390590035,-0.1616788332218567
S1,split25_upper,ss3,abd0,40N,TP,193.90389513743185,17.211392223124562,-0.2475551444628613
S1,split25_upper,ss4,abd0,40N,TP,191.50537530257665,14.429812958889713,-0.2035593150028057
S1,split25_upper,ss1,abd90,0N,SP,172.68578396398632,4.592161606401931,-0.1284072399094471
S1,split25_upper,ss2,abd90,0N,SP,165.7673533466009,-4.489898927051494,-0.2537545390477608
S1,split25_upper,ss3,abd90,0N,SP,154.7774962334292,-12.068827563997342,-0.471051684927422
S1,split25_upper,ss4,abd90,0N,SP,151.4804777058066,-17.345114890894898,-0.5434270266329814
S1,split25_upper,ss1,abd90,0N,TP,190.20016891474415,26.30996184177557,-0.1799422083920234
S1,split25_upper,ss2,abd90,0N,TP,204.50510831726388,34.62632589893232,-0.4558262290349505
S1,split25_upper,ss3,abd90,0N,TP,181.1308540158454,18.931011704991864,-0.0197551826231155
S1,split25_upper,ss4,abd90,0N,TP,205.33976105220145,32.16685208248083,-0.4732625686853222
S1,split25_upper,ss1,abd90,20N,SP,176.90590735014058,-3.0041445156667805,-0.0540646058080468
S1,split25_upper,ss2,abd90,20N,SP,173.79624338380654,-16.242615075780936,-0.1087608140563847
S1,split25_upper,ss3,abd90,20N,SP,150.71038835070166,-13.502748405399815,-0.5609219273468795
S1,split25_upper,ss4,abd90,20N,SP,144.49169570282777,-15.503963344038148,-0.7135112153868342
S1,split25_upper,ss1,abd90,20N,TP,215.3823215696478,28.496835075970477,-0.7100945745984469
S1,split25_upper,ss2,abd90,20N,TP,198.9954497451544,21.583539731949188,-0.344038979860691
S1,split25_upper,ss3,abd90,20N,TP,193.206169276768,20.35250138372777,-0.2347054890712292
S1,split25_upper,ss4,abd90,20N,TP,188.8943853409976,16.13743831186223,-0.1564964020841598
S1,split25_upper,ss1,abd90,40N,SP,181.3084197911343,-5.390407516372916,0.022820989823513
S1,split25_upper,ss2,abd90,40N,SP,180.20437830846697,-20.331485780055026,0.0034960956634865
S1,split25_upper,ss3,abd90,40N,SP,157.32068281406697,-17.317252916670228,-0.4178292092474659
S1,split25_upper,ss4,abd90,40N,SP,147.77853727340997,-17.174277755965008,-0.6301908772834085
S1,split25_upper,ss1,abd90,40N,TP,217.2693320749485,33.8925706064754,-0.7609212714364382
S1,split25_upper,ss2,abd90,40N,TP,203.44264814893737,27.34522550176787,-0.4336201056836934
S1,split25_upper,ss3,abd90,40N,TP,189.13653623148303,18.602339571410067,-0.1609268763046608
S1,split25_upper,ss4,abd90,40N,TP,182.90766394530056,12.502970914780114,-0.050778526705841
S1,split25_upper,ss1,ABER,0N,SP,163.35996821481177,15.9805428315827,-0.298934493960332
S1,split25_upper,ss2,ABER,0N,SP,121.3332631630406,21.410740491787024,-1.6426360947498886
S1,split25_upper,ss3,ABER,0N,SP,123.35930910709276,15.141127601198033,-1.5189223373577851
S1,split25_upper,ss4,ABER,0N,SP,137.9614922475342,4.86858471948568,-0.9016946539083296
S1,split25_upper,ss1,ABER,0N,TP,200.6039902084568,27.65449751465159,-0.3758001965955513
S1,split25_upper,ss2,ABER,0N,TP,198.1260057201254,30.924527313984875,-0.3273439228457389
S1,split25_upper,ss3,ABER,0N,TP,196.7922380638389,30.346337920834596,-0.3017696818407936
S1,split25_upper,ss4,ABER,0N,TP,218.16713613002025,33.48782275631188,-0.785731754892845
S1,split25_upper,ss1,ABER,20N,SP,165.0035869339257,15.40752497761088,-0.2679074335749661
S1,split25_upper,ss2,ABER,20N,SP,117.62380871015964,20.352403340426,-1.9109838892452653
S1,split25_upper,ss3,ABER,20N,SP,116.60141922707288,14.622749980658297,-1.9968271775876336
S1,split25_upper,ss4,ABER,20N,SP,140.62588746843977,1.6684447855767248,-0.8205980746499943
S1,split25_upper,ss1,ABER,20N,TP,224.59991880359337,33.57239421755663,-0.9861696684774528
S1,split25_upper,ss2,ABER,20N,TP,202.7526734114232,27.400264382317037,-0.4194119929383035
S1,split25_upper,ss3,ABER,20N,TP,202.47180980558463,29.79651001447909,-0.41363764362303
S1,split25_upper,ss4,ABER,20N,TP,202.47180980558463,29.79651001447909,-0.41363764362303
S1,split25_upper,ss1,ABER,40N,SP,171.72717659720902,11.400205976247282,-0.1454029874787501
S1,split25_upper,ss2,ABER,40N,SP,120.6295795216665,17.881958584301934,-1.689038517117386
S1,split25_upper,ss3,ABER,40N,SP,114.24096571032806,12.6561275206008,-2.2208366798128774
S1,split25_upper,ss4,ABER,40N,SP,143.38550151000163,-0.1714123600614275,-0.7430563658833648
S1,split25_upper,ss1,ABER,40N,TP,222.9806924909924,33.37439336293332,-0.9318108273330684
S1,split25_upper,ss2,ABER,40N,TP,225.3585590023641,37.95953943497129,-1.0124523692878071
S1,split25_upper,ss3,ABER,40N,TP,202.41024314243887,27.934609094499663,-0.4123746429605845
S1,split25_upper,ss4,ABER,40N,TP,196.4495831705624,23.767604658783505,-0.2952561252398386
S1,split25_upper,ss1,APP,0N,SP,163.68903794339047,15.696407070359973,-0.292699607015464
S1,split25_upper,ss2,APP,0N,SP,142.58346855393395,15.145661699097776,-0.7653733722330326
S1,split25_upper,ss3,APP,0N,SP,120.97666335295207,11.220787081177958,-1.665815677570908
S1,split25_upper,ss4,APP,0N,SP,140.8418248499878,0.4150040634188018,-0.8142565298993656
S1,split25_upper,ss1,APP,0N,TP,193.96976401063927,30.566201288639487,-0.24876623843633
S1,split25_upper,ss2,APP,0N,TP,214.7761962495223,37.35254764169542,-0.6944007571155271
S1,split25_upper,ss3,APP,0N,TP,193.96976401063927,30.566201288639487,-0.24876623843633
S1,split25_upper,ss4,APP,0N,TP,214.80744892867847,34.49057559484654,-0.6952075238765187
S1,split25_upper,ss1,APP,20N,SP,158.5632205759659,19.89744104797872,-0.3926795644483655
S1,split25_upper,ss2,APP,20N,SP,155.09841252485137,8.128081313729082,-0.4642182501876957
S1,split25_upper,ss3,APP,20N,SP,114.65427705808663,10.338667699884658,-2.178734072660345
S1,split25_upper,ss4,APP,20N,SP,141.8463101290968,-0.5218592619299076,-0.7855895972567032
S1,split25_upper,ss1,APP,20N,TP,221.3921757220628,37.5749406506716,-0.8813848787753396
S1,split25_upper,ss2,APP,20N,TP,221.6940669621742,39.4304374413322,-0.8908030984274077
S1,split25_upper,ss3,APP,20N,TP,202.2576610147294,33.39394859492603,-0.4092673124192926
S1,split25_upper,ss4,APP,20N,TP,198.63771016910448,31.981077456109603,-0.3372707851073053
S1,split25_upper,ss1,APP,40N,SP,163.35022359806285,15.632170912135187,-0.299328426645866
S1,split25_upper,ss2,APP,40N,SP,158.02720354388768,6.073067932215048,-0.4035939742374295
S1,split25_upper,ss3,APP,40N,SP,130.81869444759246,7.463686907338438,-1.157723423661622
S1,split25_upper,ss4,APP,40N,SP,140.52017424557224,-0.8518602516779076,-0.8236376908593608
S1,split25_upper,ss1,APP,40N,TP,216.82948028325987,34.360003970850784,-0.74884758447532
S1,split25_upper,ss2,APP,40N,TP,216.52867730340589,36.11892425141861,-0.7407003097201731
S1,split25_upper,ss3,APP,40N,TP,199.0186865784276,30.822328292434204,-0.3446849913451699
S1,split25_upper,ss4,APP,40N,TP,195.7158523717219,29.86907130846005,-0.2813808661807487
S2,split50,ss1,abd0,0N,SP,167.78864850012616,15.5280069353125,-0.216403909926126
S2,split50,ss2,abd0,0N,SP,156.2204276357944,12.944399766824873,-0.4406084152011418
S2,split50,ss3,abd0,0N,SP,159.8706595642921,4.399818980021843,-0.3665278727594372
