 ,Area,Mean,Min,Max,X,Y
1,0,168,168,168,577.000,555.000
2,0,26,26,26,609.833,565.500
3,0,126,126,126,643.167,584.167
4,0,60,60,60,665.833,614.833
5,0,34,34,34,679.167,645.500
6,0,23,23,23,681.833,676.167
7,0,20,20,20,681.833,706.833
8,0,41,41,41,675.167,732.167
