 ,Area,Mean,Min,Max,X,Y
1,0,165,165,165,567.000,406.000
2,0,116,116,116,589.500,424.500
3,0,227,227,227,613.500,456.500
4,0,123,123,123,628.500,488.500
5,0,118,118,118,632.500,523.500
6,0,104,104,104,630.500,566.500
7,0,84,84,84,619.500,597.500
8,0,70,70,70,583.500,644.500
9,0,78,78,78,545.500,665.500
10,0,67,67,67,492.500,677.500
