 ,Area,Mean,Min,Max,X,Y
1,0,74,74,74,854.000,370.000
2,0,115,115,115,908.833,420.833
3,0,79,79,79,934.167,500.833
4,0,92,92,92,927.500,588.833
5,0,131,131,131,884.833,659.500
6,0,108,108,108,846.167,690.167
7,0,179,179,179,794.167,714.167
8,0,173,173,173,708.833,710.167
9,0,212,212,212,650.167,678.167
