 ,Area,Mean,Min,Max,X,Y
1,0,81,81,81,404.000,485.000
2,0,84,84,84,430.167,503.833
3,0,84,84,84,453.500,483.167
4,0,81,81,81,443.500,450.500
5,0,81,81,81,404.833,452.500
