 ,Area,Mean,Min,Max,X,Y
1,0,159,159,159,587.000,369.000
2,0,155,155,155,613.500,398.500
3,0,96,96,96,646.500,448.500
4,0,100,100,100,654.500,506.500
5,0,106,106,106,642.500,556.500
6,0,82,82,82,615.500,599.500
7,0,83,83,83,571.500,636.500
8,0,86,86,86,526.500,649.500
9,0,87,87,87,468.500,646.500
