 ,Area,Mean,Min,Max,X,Y
1,0,26,26,26,688.000,510.000
2,0,182,182,182,739.500,786.167
3,0,232,232,232,768.833,787.500
4,0,213,213,213,826.167,495.500
5,0,202,202,202,947.500,571.500
6,0,255,255,255,983.500,831.500
