 ,Area,Mean,Min,Max,X,Y
1,0,87,87,87,318.000,126.000
2,0,81,81,81,383.500,133.500
3,0,37,37,37,451.500,157.500
4,0,60,60,60,501.500,213.500
5,0,50,50,50,543.500,279.500
6,0,34,34,34,559.500,359.500
7,0,36,36,36,555.500,441.500
8,0,41,41,41,511.500,525.500
