 ,Area,Mean,Min,Max,X,Y
1,0,68,68,68,693.000,504.000
2,0,33,33,33,652.500,524.500
3,0,14,14,14,625.500,557.500
4,0,9,9,9,581.500,622.500
5,0,29,29,29,590.500,683.500
6,0,24,24,24,620.500,728.500
7,0,18,18,18,655.500,752.500
8,0,21,21,21,713.500,760.500
