 ,Area,Mean,Min,Max,X,Y
1,0,102,102,102,418.000,914.000
2,0,46,46,46,505.500,939.500
3,0,37,37,37,623.500,917.500
4,0,15,15,15,681.500,875.500
5,0,17,17,17,735.500,811.500
6,0,23,23,23,773.500,707.500
7,0,37,37,37,763.500,597.500
8,0,15,15,15,731.500,521.500
