 ,Area,Mean,Min,Max,X,Y
1,0,113,113,113,527.000,614.000
2,0,108,108,108,470.833,627.833
3,0,56,56,56,424.833,680.500
4,0,58,58,58,414.167,762.500
5,0,82,82,82,440.167,845.167
6,0,109,109,109,477.500,883.833
7,0,184,184,184,547.500,913.833
8,0,94,94,94,617.500,904.500
