 ,Area,Mean,Min,Max,X,Y
1,0,72,72,72,436.000,636.000
2,0,47,47,47,510.167,608.833
3,0,40,40,40,564.833,558.167
4,0,39,39,39,606.167,484.833
5,0,32,32,32,598.167,334.167
6,0,36,36,36,552.833,264.833
