 ,Area,Mean,Min,Max,X,Y
1,0,160,160,160,174.000,618.000
2,0,135,135,135,227.500,662.167
3,0,102,102,102,306.167,679.500
4,0,86,86,86,396.833,658.167
5,0,91,91,91,476.833,602.167
6,0,78,78,78,520.833,516.833
7,0,93,93,93,532.833,418.167
8,0,91,91,91,514.167,346.167
9,0,86,86,86,476.833,287.500
10,0,79,79,79,447.500,258.167
11,0,70,70,70,422.167,236.833
