 ,Area,Mean,Min,Max,X,Y
1,0,31,31,31,385.000,312.000
2,0,43,43,43,375.500,344.500
3,0,37,37,37,376.500,377.500
4,0,38,38,38,383.500,420.500
5,0,13,13,13,401.500,461.500
6,0,27,27,27,427.500,500.500
7,0,165,165,165,455.500,526.500
